cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	chr_i	pos_i	strand_i	chr_j	pos_j	strand_j	pval	qval	prob	num_hits
1	TCGA-A2-A0YM-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38911908	+	8	41426247	-	0	0	0.000138213339178726	30
1	TCGA-A2-A1FV-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38765665	+	8	41544196	-	0	0	0.000138213339178726	30
1	TCGA-A8-A06Q-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38703361	+	8	41458359	-	0	0	0.000138213339178726	30
1	TCGA-AR-A1AX-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38786188	-	8	41688281	+	0	0	0.000138213339178726	30
1	TCGA-AR-A256-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38608701	+	8	41570281	+	0	0	0.000138213339178726	30
1	TCGA-B6-A0WW-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38233480	+	8	41544700	-	0	0	0.000138213339178726	30
1	TCGA-C8-A1HO-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38854916	+	8	41341963	-	0	0	0.000138213339178726	30
1	TCGA-D8-A1JT-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38466709	+	8	41569067	+	0	0	0.000138213339178726	30
1	TCGA-D8-A1JT-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38742034	+	8	41714020	+	0	0	0.000138213339178726	30
1	TCGA-D8-A1JT-01A	FGFR1*	"FGFR1*	NSD3*	BAG4	DDHD2	TACC1	LETM2	TM2D2	PLPP5	ASH2L	LSM1	STAR	RNF5P1	PLEKHA2	HTRA4	C8orf86	(ADAM9)"	ANK1*	"ANK1*	NKX6-3	SFRP1	TCIM	GPAT4	ZMAT4	GOLGA7	MIR486-1	MIR548AO	SNORD65B	LOC102723729	SIRLNT	MIR486-2	GINS4"	TCGA-BRCA	8	38743404	+	8	41058306	-	0	0	0.000138213339178726	30
